chrom	start	end
CM000208.1	988576	988592
CM000208.1	989164	989180
CM000208.1	989234	989250
CM000208.1	989360	989376
CM000208.1	989431	989447
CM000208.1	989473	989489
CM000208.1	989715	989733
CM000208.1	991907	991925
CM000208.1	993235	993251
CM000208.1	994008	994024
CM000208.1	994734	994750
CM000208.1	994811	994827
CM000208.1	995148	995166
CM000208.1	995344	995360
CM000208.1	996232	996248
CM000208.1	996907	996923
CM000208.1	997614	997630
CM000208.1	997922	997938
CM000208.1	998282	998298
CM000208.1	998560	998576
CM000208.1	999422	999438
CM000208.1	999522	999538
CM000208.1	1001377	1001393
CM000208.1	1002608	1002624
CM000208.1	1002706	1002722
CM000208.1	1005061	1005077
CM000208.1	1005103	1005121
CM000208.1	1005373	1005389
CM000208.1	1005734	1005750
CM000208.1	1006140	1006156
CM000208.1	1007513	1007529
CM000208.1	1008343	1008359
CM000208.1	1008916	1008932
CM000208.1	1009071	1009089
CM000208.1	1009324	1009340
CM000208.1	1009491	1009507
CM000208.1	1009559	1009575
CM000208.1	1009842	1009864
CM000208.1	1009955	1009971
CM000208.1	1010691	1010707
CM000208.1	1011480	1011496
CM000208.1	1011564	1011580
CM000208.1	1012789	1012813
CM000208.1	1013592	1013608
CM000208.1	1015228	1015244
CM000208.1	1015844	1015860
CM000208.1	1017087	1017103
CM000208.1	1017420	1017436
CM000208.1	1017606	1017622
CM000208.1	1017813	1017829
CM000208.1	1017884	1017900
CM000208.1	1017947	1017963
CM000208.1	1019386	1019402
CM000208.1	1020008	1020024
CM000208.1	1020641	1020657
CM000208.1	1021556	1021572
CM000208.1	1021846	1021862
CM000208.1	1022683	1022699
CM000208.1	1026118	1026134
CM000208.1	1026733	1026749
CM000208.1	1026855	1026871
CM000208.1	1027324	1027342
CM000208.1	1027376	1027396
CM000208.1	1027552	1027568
CM000208.1	1027685	1027701
CM000208.1	1027836	1027852
CM000208.1	1028777	1028793
CM000208.1	1028820	1028836
CM000208.1	1028874	1028890
CM000208.1	1031279	1031295
CM000208.1	1031352	1031368
CM000208.1	1033304	1033320
CM000208.1	1033794	1033810
CM000208.1	1034762	1034778
CM000208.1	1035034	1035050
CM000208.1	1035507	1035523
CM000208.1	1035661	1035677
CM000208.1	1035743	1035759
CM000208.1	1038659	1038675
CM000208.1	1039127	1039143
CM000208.1	1039326	1039342
CM000208.1	1041166	1041182
CM000208.1	1042429	1042445
CM000208.1	1043590	1043606
CM000208.1	1045354	1045370
CM000208.1	1046555	1046571
CM000208.1	1047245	1047261
CM000208.1	1048930	1048946
CM000208.1	1049531	1049547
CM000208.1	1050469	1050485
CM000208.1	1051418	1051434
CM000208.1	1051596	1051612
CM000208.1	1051780	1051796
CM000208.1	1052779	1052803
CM000208.1	1052852	1052872
CM000208.1	1053180	1053196
CM000208.1	1053722	1053738
CM000208.1	1054050	1054066
CM000208.1	1054163	1054179
CM000208.1	1054477	1054493
CM000208.1	1055231	1055247
CM000208.1	1059099	1059115
CM000208.1	1059148	1059164
CM000208.1	1059647	1059663
CM000208.1	1059825	1059841
CM000208.1	1061293	1061309
CM000208.1	1063311	1063327
CM000208.1	1064687	1064703
CM000208.1	1065158	1065174
CM000208.1	1065284	1065306
CM000208.1	1065881	1065897
CM000208.1	1066917	1066933
CM000208.1	1067192	1067212
CM000208.1	1067510	1067526
CM000208.1	1069282	1069298
CM000208.1	1069398	1069414
CM000208.1	1069460	1069476
CM000208.1	1069943	1069959
CM000208.1	1070380	1070396
CM000208.1	1070409	1070425
CM000208.1	1071009	1071029
CM000208.1	1071813	1071829
CM000208.1	1073671	1073687
CM000208.1	1074134	1074150
CM000208.1	1075369	1075385
CM000208.1	1076199	1076215
CM000208.1	1076399	1076415
CM000208.1	1077260	1077276
CM000208.1	1077870	1077886
CM000208.1	1079305	1079323
CM000208.1	1080156	1080172
CM000208.1	1080934	1080950
CM000208.1	1081559	1081575
CM000208.1	1081929	1081945
CM000208.1	1084323	1084345
CM000208.1	1084375	1084391
CM000208.1	1085809	1085825
CM000208.1	1086277	1086299
CM000208.1	1086486	1086510
CM000208.1	1087327	1087343
CM000208.1	1088218	1088234
CM000208.1	1089967	1089983
CM000208.1	1091780	1091796
CM000208.1	1092260	1092276
CM000208.1	1092429	1092445
CM000208.1	1092753	1092773
CM000208.1	1092878	1092902
CM000208.1	1094120	1094136
CM000208.1	1094918	1094934
CM000208.1	1096977	1096993
CM000208.1	1097360	1097376
CM000208.1	1097503	1097521
CM000208.1	1097933	1097949
CM000208.1	1097988	1098004
CM000208.1	1098191	1098211
CM000208.1	1098325	1098341
CM000208.1	1098762	1098778
CM000208.1	1099032	1099048
CM000208.1	1099648	1099664
CM000208.1	1100071	1100089
CM000208.1	1102152	1102174
CM000208.1	1102524	1102542
CM000208.1	1102738	1102754
CM000208.1	1103362	1103378
CM000208.1	1103777	1103793
CM000208.1	1103882	1103898
CM000208.1	1103991	1104007
CM000208.1	1105586	1105602
CM000208.1	1106683	1106707
CM000208.1	1106708	1106732
CM000208.1	1106733	1106757
CM000208.1	1106758	1106782
CM000208.1	1106783	1106807
CM000208.1	1106808	1106832
CM000208.1	1106833	1106857
CM000208.1	1106858	1106882
CM000208.1	1106883	1106907
CM000208.1	1106908	1106932
CM000208.1	1106933	1106957
CM000208.1	1107023	1107039
CM000208.1	1107261	1107277
CM000208.1	1107287	1107303
CM000208.1	1107723	1107739
CM000208.1	1108132	1108148
CM000208.1	1111466	1111482
CM000208.1	1111780	1111796
CM000208.1	1111877	1111893
CM000208.1	1112699	1112715
CM000208.1	1113007	1113023
CM000208.1	1114992	1115008
CM000208.1	1115159	1115175
CM000208.1	1115493	1115509
CM000208.1	1115723	1115739
CM000208.1	1115940	1115956
CM000208.1	1116050	1116066
CM000208.1	1116659	1116675
CM000208.1	1116939	1116955
CM000208.1	1119162	1119178
CM000208.1	1119718	1119736
CM000208.1	1120194	1120210
CM000208.1	1121000	1121016
CM000208.1	1121222	1121238
CM000208.1	1121640	1121656
CM000208.1	1121832	1121848
CM000208.1	1122273	1122289
CM000208.1	1122609	1122625
CM000208.1	1123500	1123516
CM000208.1	1124404	1124420
CM000208.1	1125295	1125311
CM000208.1	1125631	1125647
CM000208.1	1126033	1126049
CM000208.1	1126202	1126218
CM000208.1	1126567	1126583
CM000208.1	1127294	1127312
CM000208.1	1127453	1127469
CM000208.1	1127662	1127680
CM000208.1	1127999	1128015
CM000208.1	1128968	1128984
CM000208.1	1129208	1129224
CM000208.1	1129337	1129361
CM000208.1	1129572	1129588
CM000208.1	1130180	1130196
CM000208.1	1130842	1130858
CM000208.1	1132945	1132965
CM000208.1	1133595	1133617
CM000208.1	1133748	1133764
CM000208.1	1134047	1134065
CM000208.1	1134893	1134909
CM000208.1	1137286	1137302
CM000208.1	1138379	1138395
CM000208.1	1139551	1139567
CM000208.1	1139736	1139752
CM000208.1	1140653	1140669
CM000208.1	1141115	1141131
CM000208.1	1141456	1141472
CM000208.1	1142016	1142032
CM000208.1	1142786	1142802
CM000208.1	1143389	1143405
CM000208.1	1143805	1143823
CM000208.1	1144812	1144836
CM000208.1	1147193	1147211
CM000208.1	1148925	1148941
CM000208.1	1149796	1149812
CM000208.1	1149967	1149987
CM000208.1	1151159	1151175
CM000208.1	1151518	1151534
CM000208.1	1152181	1152197
CM000208.1	1152294	1152310
CM000208.1	1153717	1153733
CM000208.1	1154030	1154046
CM000208.1	1154444	1154460
CM000208.1	1155394	1155410
CM000208.1	1155772	1155796
CM000208.1	1157055	1157071
CM000208.1	1157697	1157713
CM000208.1	1158903	1158921
CM000208.1	1159150	1159170
CM000208.1	1160419	1160435
CM000208.1	1161061	1161077
CM000208.1	1163524	1163546
CM000208.1	1164795	1164811
CM000208.1	1165437	1165453
CM000208.1	1166224	1166242
CM000208.1	1167690	1167706
CM000208.1	1170601	1170617
CM000208.1	1172154	1172170
CM000208.1	1173143	1173159
CM000208.1	1173463	1173479
CM000208.1	1173586	1173602
CM000208.1	1175323	1175343
CM000208.1	1175531	1175547
CM000208.1	1177115	1177135
CM000208.1	1177670	1177686
CM000208.1	1178027	1178047
CM000208.1	1181048	1181064
CM000208.1	1181653	1181669
CM000208.1	1183761	1183777
CM000208.1	1183955	1183971
CM000208.1	1184426	1184442
CM000208.1	1187400	1187424
CM000208.1	1187956	1187972
CM000208.1	1188986	1189002
CM000208.1	1190111	1190127
CM000208.1	1190142	1190158
CM000208.1	1190350	1190366
CM000208.1	1190466	1190482
CM000208.1	1191233	1191255
CM000208.1	1193990	1194006
CM000208.1	1194114	1194130
CM000208.1	1194631	1194647
CM000208.1	1195327	1195343
CM000208.1	1196468	1196486
CM000208.1	1196688	1196704
CM000208.1	1196726	1196744
CM000208.1	1197143	1197159
CM000208.1	1198050	1198066
CM000208.1	1198253	1198277
CM000208.1	1198399	1198415
CM000208.1	1199480	1199496
CM000208.1	1200547	1200563
CM000208.1	1200698	1200714
CM000208.1	1200765	1200781
CM000208.1	1201407	1201423
CM000208.1	1201735	1201751
CM000208.1	1202789	1202805
CM000208.1	1202909	1202925
CM000208.1	1204947	1204963
CM000208.1	1205305	1205321
CM000208.1	1205690	1205706
CM000208.1	1206312	1206332
CM000208.1	1206380	1206400
CM000208.1	1206877	1206893
CM000208.1	1206955	1206971
CM000208.1	1207255	1207273
CM000208.1	1207892	1207908
CM000208.1	1208064	1208080
CM000208.1	1208092	1208108
CM000208.1	1209526	1209542
CM000208.1	1210187	1210203
CM000208.1	1210555	1210571
CM000208.1	1210610	1210626
CM000208.1	1211887	1211903
CM000208.1	1212027	1212043
CM000208.1	1212578	1212596
CM000208.1	1215567	1215583
CM000208.1	1215980	1215996
CM000208.1	1216088	1216104
CM000208.1	1216353	1216369
CM000208.1	1216429	1216447
CM000208.1	1217386	1217402
CM000208.1	1217461	1217477
CM000208.1	1218583	1218599
CM000208.1	1218867	1218883
CM000208.1	1220239	1220255
CM000208.1	1221126	1221142
CM000208.1	1221621	1221637
CM000208.1	1221640	1221656
CM000208.1	1225926	1225942
CM000208.1	1227124	1227142
CM000208.1	1227943	1227963
CM000208.1	1228417	1228433
CM000208.1	1229399	1229415
CM000208.1	1229583	1229599
CM000208.1	1229684	1229702
CM000208.1	1230503	1230523
CM000208.1	1232025	1232041
CM000208.1	1232209	1232225
CM000208.1	1232310	1232328
CM000208.1	1233129	1233149
CM000208.1	1234784	1234800
CM000208.1	1234952	1234968
CM000208.1	1236936	1236952
CM000208.1	1237244	1237260
CM000208.1	1238066	1238082
CM000208.1	1238163	1238179
CM000208.1	1238477	1238493
CM000208.1	1241688	1241704
CM000208.1	1242097	1242113
CM000208.1	1242533	1242549
CM000208.1	1242559	1242575
CM000208.1	1243395	1243411
CM000208.1	1243593	1243609
CM000208.1	1243693	1243709
CM000208.1	1243752	1243768
CM000208.1	1244422	1244438
CM000208.1	1244755	1244773
CM000208.1	1245521	1245537
CM000208.1	1245688	1245704
CM000208.1	1246118	1246134
CM000208.1	1247573	1247589
CM000208.1	1247975	1247991
CM000208.1	1248070	1248086
CM000208.1	1248886	1248902
CM000208.1	1249315	1249331
CM000208.1	1249687	1249703
CM000208.1	1250499	1250517
CM000208.1	1251696	1251712
CM000208.1	1251892	1251912
CM000208.1	1252085	1252101
CM000208.1	1252173	1252189
CM000208.1	1252620	1252636
CM000208.1	1253555	1253571
CM000208.1	1254879	1254895
CM000208.1	1255425	1255441
CM000208.1	1255560	1255576
CM000208.1	1255695	1255711
CM000208.1	1256356	1256372
CM000208.1	1256394	1256410
CM000208.1	1256920	1256938
CM000208.1	1257012	1257028
CM000208.1	1257985	1258001
CM000208.1	1258834	1258850
CM000208.1	1259325	1259341
CM000208.1	1261547	1261563
CM000208.1	1263034	1263052
CM000208.1	1264608	1264624
CM000208.1	1266099	1266115
CM000208.1	1267568	1267584
CM000208.1	1269892	1269908
CM000208.1	1270010	1270026
CM000208.1	1270399	1270415
CM000208.1	1271502	1271518
CM000208.1	1271967	1271983
CM000208.1	1273300	1273316
CM000208.1	1273984	1274000
CM000208.1	1274016	1274032
CM000208.1	1275011	1275027
CM000208.1	1275658	1275674
CM000208.1	1276623	1276639
CM000208.1	1279510	1279526
CM000208.1	1279628	1279644
CM000208.1	1280017	1280033
CM000208.1	1281120	1281136
CM000208.1	1281585	1281601
CM000208.1	1282918	1282934
CM000208.1	1283602	1283618
CM000208.1	1283634	1283650
CM000208.1	1284629	1284645
CM000208.1	1285276	1285292
CM000208.1	1286241	1286257
CM000208.1	1289125	1289141
CM000208.1	1289243	1289259
CM000208.1	1289802	1289818
CM000208.1	1290589	1290605
CM000208.1	1291094	1291112
CM000208.1	1291116	1291136
CM000208.1	1291387	1291403
CM000208.1	1291589	1291605
CM000208.1	1295095	1295113
CM000208.1	1296842	1296858
CM000208.1	1297454	1297470
CM000208.1	1297685	1297701
CM000208.1	1300827	1300843
CM000208.1	1302689	1302705
CM000208.1	1304785	1304805
CM000208.1	1305186	1305210
CM000208.1	1305422	1305438
CM000208.1	1305960	1305980
CM000208.1	1306224	1306240
CM000208.1	1306975	1306991
CM000208.1	1307129	1307145
CM000208.1	1307354	1307372
CM000208.1	1307804	1307820
CM000208.1	1308026	1308044
CM000208.1	1308614	1308630
CM000208.1	1309722	1309746
CM000208.1	1309805	1309821
CM000208.1	1312297	1312313
CM000208.1	1314688	1314704
CM000208.1	1318974	1318990
CM000208.1	1319625	1319641
CM000208.1	1319708	1319724
CM000208.1	1319850	1319866
CM000208.1	1320342	1320358
CM000208.1	1321838	1321854
CM000208.1	1323042	1323058
CM000208.1	1323911	1323927
CM000208.1	1325611	1325627
CM000208.1	1326217	1326233
CM000208.1	1326950	1326966
CM000208.1	1327321	1327337
CM000208.1	1327687	1327703
CM000208.1	1327723	1327739
CM000208.1	1328336	1328352
CM000208.1	1330168	1330184
CM000208.1	1330587	1330603
CM000208.1	1332268	1332284
CM000208.1	1332300	1332316
CM000208.1	1333020	1333036
CM000208.1	1333335	1333353
CM000208.1	1333610	1333630
CM000208.1	1334268	1334284
CM000208.1	1338480	1338496
CM000208.1	1339642	1339664
CM000208.1	1339778	1339800
CM000208.1	1340068	1340084
CM000208.1	1341814	1341832
CM000208.1	1346247	1346263
CM000208.1	1347660	1347676
CM000208.1	1348893	1348913
CM000208.1	1349212	1349234
CM000208.1	1349634	1349650
CM000208.1	1349911	1349927
CM000208.1	1350619	1350635
CM000208.1	1350905	1350921
CM000208.1	1354933	1354949
CM000208.1	1354974	1354990
CM000208.1	1355009	1355027
CM000208.1	1355213	1355235
CM000208.1	1357014	1357032
CM000208.1	1357365	1357381
CM000208.1	1361447	1361465
CM000208.1	1361774	1361790
CM000208.1	1364297	1364313
CM000208.1	1365722	1365742
CM000208.1	1366519	1366535
CM000208.1	1367278	1367294
CM000208.1	1370478	1370494
CM000208.1	1371525	1371545
CM000208.1	1372238	1372258
CM000208.1	1372343	1372359
CM000208.1	1372753	1372769
CM000208.1	1375208	1375224
CM000208.1	1375826	1375844
CM000208.1	1376234	1376252
CM000208.1	1378403	1378419
CM000208.1	1378486	1378506
CM000208.1	1378829	1378845
CM000208.1	1379852	1379868
CM000208.1	1380360	1380376
CM000208.1	1381338	1381354
CM000208.1	1381721	1381739
CM000208.1	1382198	1382214
CM000208.1	1382476	1382492
CM000208.1	1382923	1382939
CM000208.1	1383067	1383083
CM000208.1	1385671	1385687
CM000208.1	1388241	1388257
CM000208.1	1388908	1388924
CM000208.1	1389030	1389046
CM000208.1	1389920	1389938
CM000208.1	1390350	1390366
CM000208.1	1390606	1390624
CM000208.1	1391600	1391616
CM000208.1	1393019	1393035
CM000208.1	1393210	1393226
CM000208.1	1394297	1394313
CM000208.1	1397601	1397617
CM000208.1	1399313	1399337
CM000208.1	1399508	1399530
CM000208.1	1399558	1399578
CM000208.1	1399586	1399602
CM000208.1	1399958	1399974
CM000208.1	1400157	1400179
CM000208.1	1400194	1400210
CM000208.1	1401026	1401042
CM000208.1	1401146	1401162
CM000208.1	1401194	1401210
CM000208.1	1401235	1401255
CM000208.1	1401425	1401441
CM000208.1	1403034	1403050
CM000208.1	1404099	1404115
CM000208.1	1404393	1404409
CM000208.1	1404573	1404589
CM000208.1	1406536	1406552
CM000208.1	1406561	1406577
CM000208.1	1406752	1406768
CM000208.1	1407022	1407038
CM000208.1	1408076	1408092
CM000208.1	1408749	1408769
CM000208.1	1412736	1412752
CM000208.1	1412769	1412785
CM000208.1	1413362	1413384
CM000208.1	1414848	1414864
CM000208.1	1415088	1415104
CM000208.1	1415533	1415549
CM000208.1	1416435	1416451
CM000208.1	1416928	1416950
CM000208.1	1417013	1417029
CM000208.1	1417278	1417302
CM000208.1	1417994	1418010
CM000208.1	1418626	1418642
CM000208.1	1419319	1419335
CM000208.1	1419778	1419802
CM000208.1	1420954	1420970
CM000208.1	1421802	1421818
CM000208.1	1422266	1422282
CM000208.1	1422566	1422582
CM000208.1	1423007	1423023
CM000208.1	1423210	1423226
CM000208.1	1424896	1424912
CM000208.1	1425179	1425195
CM000208.1	1425923	1425939
CM000208.1	1425942	1425966
CM000208.1	1426044	1426060
CM000208.1	1428257	1428273
CM000208.1	1428707	1428723
CM000208.1	1429120	1429136
CM000208.1	1429748	1429764
CM000208.1	1430832	1430848
CM000208.1	1431165	1431185
CM000208.1	1432275	1432291
CM000208.1	1433124	1433140
CM000208.1	1433146	1433162
CM000208.1	1433588	1433604
CM000208.1	1434429	1434447
CM000208.1	1435566	1435582
CM000208.1	1436432	1436448
CM000208.1	1437127	1437145
CM000208.1	1437806	1437822
CM000208.1	1438781	1438797
CM000208.1	1439000	1439016
CM000208.1	1439124	1439142
CM000208.1	1440338	1440354
CM000208.1	1441407	1441423
CM000208.1	1441706	1441722
CM000208.1	1442709	1442725
CM000208.1	1442894	1442910
CM000208.1	1443221	1443237
CM000208.1	1443462	1443478
CM000208.1	1443726	1443742
CM000208.1	1445150	1445166
CM000208.1	1446488	1446504
CM000208.1	1446768	1446784
CM000208.1	1446935	1446953
CM000208.1	1448430	1448446
CM000208.1	1448587	1448603
CM000208.1	1448953	1448969
CM000208.1	1449371	1449387
CM000208.1	1449489	1449505
CM000208.1	1449965	1449981
CM000208.1	1450107	1450123
CM000208.1	1450684	1450700
CM000208.1	1452020	1452044
CM000208.1	1453681	1453697
CM000208.1	1455022	1455040
CM000208.1	1456664	1456680
CM000208.1	1458005	1458023
CM000208.1	1459647	1459663
CM000208.1	1460988	1461006
CM000208.1	1462629	1462645
CM000208.1	1463970	1463988
CM000208.1	1465611	1465627
CM000208.1	1466148	1466164
CM000208.1	1466849	1466873
CM000208.1	1467745	1467761
CM000208.1	1468850	1468866
CM000208.1	1469498	1469514
CM000208.1	1469938	1469954
CM000208.1	1470609	1470625
CM000208.1	1471400	1471418
CM000208.1	1471536	1471552
CM000208.1	1471565	1471581
CM000208.1	1471911	1471927
CM000208.1	1473139	1473155
CM000208.1	1473230	1473246
CM000208.1	1473844	1473860
CM000208.1	1474005	1474021
CM000208.1	1474202	1474218
CM000208.1	1475368	1475384
CM000208.1	1476315	1476331
CM000208.1	1477211	1477227
CM000208.1	1477705	1477721
CM000208.1	1477875	1477891
CM000208.1	1479364	1479380
CM000208.1	1479406	1479422
CM000208.1	1479576	1479592
CM000208.1	1481065	1481081
CM000208.1	1481107	1481123
CM000208.1	1481277	1481293
CM000208.1	1482695	1482711
CM000208.1	1483765	1483781
CM000208.1	1484391	1484407
CM000208.1	1485111	1485127
CM000208.1	1486074	1486090
CM000208.1	1486326	1486342
CM000208.1	1486394	1486410
CM000208.1	1486821	1486837
CM000208.1	1487912	1487930
CM000208.1	1488452	1488468
CM000208.1	1488475	1488491
CM000208.1	1488958	1488974
CM000208.1	1490762	1490778
CM000208.1	1491232	1491248
CM000208.1	1491254	1491270
CM000208.1	1491363	1491387
CM000208.1	1491823	1491839
CM000208.1	1492408	1492424
CM000208.1	1494549	1494565
CM000208.1	1495135	1495151
CM000208.1	1495217	1495233
CM000208.1	1497732	1497748
CM000208.1	1498901	1498917
CM000208.1	1499109	1499125
CM000208.1	1502433	1502451
CM000208.1	1502798	1502814
CM000208.1	1503211	1503227
CM000208.1	1505117	1505135
CM000208.1	1505398	1505414
CM000208.1	1505650	1505666
CM000208.1	1507347	1507363
CM000208.1	1508041	1508057
CM000208.1	1511757	1511773
CM000208.1	1512665	1512681
CM000208.1	1516511	1516527
CM000208.1	1518104	1518128
CM000208.1	1518129	1518145
CM000208.1	1518820	1518838
CM000208.1	1519606	1519624
CM000208.1	1520390	1520408
CM000208.1	1520711	1520727
CM000208.1	1524764	1524780
CM000208.1	1526628	1526644
CM000208.1	1526912	1526934
CM000208.1	1527573	1527589
CM000208.1	1528075	1528093
CM000208.1	1529196	1529214
CM000208.1	1530200	1530218
CM000208.1	1531734	1531750
CM000208.1	1532760	1532778
CM000208.1	1533087	1533111
CM000208.1	1533112	1533134
CM000208.1	1533136	1533154
CM000208.1	1534158	1534174
CM000208.1	1534384	1534404
CM000208.1	1534837	1534853
CM000208.1	1535056	1535072
CM000208.1	1535377	1535393
CM000208.1	1538202	1538218
CM000208.1	1539452	1539468
CM000208.1	1539643	1539659
CM000208.1	1540655	1540677
CM000208.1	1542637	1542655
CM000208.1	1542791	1542809
CM000208.1	1543792	1543808
CM000208.1	1543980	1543998
CM000208.1	1544336	1544352
CM000208.1	1546818	1546834
CM000208.1	1547177	1547193
CM000208.1	1548972	1548988
CM000208.1	1549331	1549347
CM000208.1	1551126	1551142
CM000208.1	1551485	1551501
CM000208.1	1553280	1553296
CM000208.1	1553639	1553655
CM000208.1	1555434	1555450
CM000208.1	1556297	1556313
CM000208.1	1557937	1557953
CM000208.1	1557991	1558013
CM000208.1	1558461	1558477
CM000208.1	1559135	1559153
CM000208.1	1559888	1559904
CM000208.1	1560170	1560186
CM000208.1	1560333	1560351
CM000208.1	1560896	1560918
CM000208.1	1561207	1561225
CM000208.1	1561961	1561977
CM000208.1	1562384	1562402
CM000208.1	1562770	1562790
CM000208.1	1563305	1563321
CM000208.1	1564011	1564027
CM000208.1	1564407	1564423
CM000208.1	1564659	1564675
CM000208.1	1565634	1565650
CM000208.1	1565688	1565710
CM000208.1	1566124	1566140
CM000208.1	1566356	1566372
CM000208.1	1567453	1567469
CM000208.1	1568565	1568581
CM000208.1	1568986	1569004
CM000208.1	1569512	1569528
CM000208.1	1571500	1571516
CM000208.1	1571628	1571644
CM000208.1	1572066	1572082
CM000208.1	1573362	1573378
CM000208.1	1576778	1576800
CM000208.1	1577233	1577253
CM000208.1	1577390	1577406
CM000208.1	1577943	1577959
CM000208.1	1579201	1579219
CM000208.1	1579290	1579306
CM000208.1	1580916	1580932
CM000208.1	1581261	1581277
CM000208.1	1582281	1582297
CM000208.1	1582352	1582368
CM000208.1	1582515	1582531
CM000208.1	1582657	1582673
CM000208.1	1585761	1585777
CM000208.1	1586161	1586177
CM000208.1	1586354	1586370
CM000208.1	1587073	1587093
CM000208.1	1587468	1587484
CM000208.1	1587979	1587997
CM000208.1	1588011	1588027
CM000208.1	1588474	1588496
CM000208.1	1589178	1589194
CM000208.1	1593413	1593429
CM000208.1	1594205	1594221
CM000208.1	1596233	1596255
CM000208.1	1596389	1596405
CM000208.1	1599243	1599259
CM000208.1	1601336	1601352
CM000208.1	1603192	1603208
CM000208.1	1604322	1604346
CM000208.1	1604666	1604682
CM000208.1	1604684	1604700
CM000208.1	1605145	1605161
CM000208.1	1605552	1605570
CM000208.1	1605872	1605896
CM000208.1	1606052	1606068
CM000208.1	1606578	1606602
CM000208.1	1609686	1609706
CM000208.1	1610182	1610198
CM000208.1	1610500	1610516
CM000208.1	1611375	1611391
CM000208.1	1611714	1611730
CM000208.1	1611739	1611755
CM000208.1	1611778	1611798
CM000208.1	1612287	1612305
CM000208.1	1613112	1613128
CM000208.1	1613331	1613347
CM000208.1	1613407	1613423
CM000208.1	1614363	1614379
CM000208.1	1615686	1615702
CM000208.1	1616231	1616247
CM000208.1	1616297	1616313
CM000208.1	1616952	1616968
CM000208.1	1618969	1618987
CM000208.1	1619484	1619500
CM000208.1	1619907	1619923
CM000208.1	1620692	1620708
CM000208.1	1620886	1620902
CM000208.1	1622000	1622016
CM000208.1	1622269	1622285
CM000208.1	1622374	1622390
CM000208.1	1623231	1623247
CM000208.1	1623341	1623357
CM000208.1	1624036	1624052
CM000208.1	1625088	1625106
CM000208.1	1627293	1627309
CM000208.1	1627372	1627388
CM000208.1	1627458	1627474
CM000208.1	1627502	1627518
CM000208.1	1627535	1627551
CM000208.1	1628291	1628307
CM000208.1	1630591	1630607
CM000208.1	1630688	1630708
CM000208.1	1631644	1631660
CM000208.1	1633361	1633377
CM000208.1	1633613	1633629
CM000208.1	1634189	1634205
CM000208.1	1638533	1638549
CM000208.1	1638622	1638638
CM000208.1	1638840	1638856
CM000208.1	1639011	1639029
CM000208.1	1639861	1639881
CM000208.1	1640650	1640666
CM000208.1	1640977	1640993
CM000208.1	1641211	1641227
CM000208.1	1641689	1641707
CM000208.1	1642444	1642460
CM000208.1	1642924	1642940
CM000208.1	1643132	1643148
CM000208.1	1643169	1643185
CM000208.1	1644269	1644285
CM000208.1	1647021	1647037
CM000208.1	1647631	1647647
CM000208.1	1647775	1647791
CM000208.1	1647827	1647843
CM000208.1	1648988	1649004
CM000208.1	1650028	1650046
CM000208.1	1650224	1650240
CM000208.1	1650491	1650507
CM000208.1	1650656	1650672
CM000208.1	1652010	1652026
CM000208.1	1652118	1652136
CM000208.1	1652323	1652347
CM000208.1	1654864	1654880
CM000208.1	1655169	1655185
CM000208.1	1655838	1655860
CM000208.1	1656674	1656690
CM000208.1	1656791	1656807
CM000208.1	1658098	1658114
CM000208.1	1658587	1658603
CM000208.1	1659144	1659160
CM000208.1	1659452	1659472
CM000208.1	1659831	1659847
CM000208.1	1659858	1659878
CM000208.1	1660001	1660025
CM000208.1	1660090	1660106
CM000208.1	1660827	1660843
CM000208.1	1661035	1661051
CM000208.1	1662468	1662484
CM000208.1	1662700	1662716
CM000208.1	1662890	1662906
CM000208.1	1663273	1663289
CM000208.1	1665702	1665720
CM000208.1	1666121	1666137
CM000208.1	1666746	1666762
CM000208.1	1667455	1667471
CM000208.1	1667785	1667801
CM000208.1	1668358	1668374
CM000208.1	1668767	1668783
CM000208.1	1669666	1669682
CM000208.1	1671932	1671948
CM000208.1	1673274	1673290
CM000208.1	1673296	1673312
CM000208.1	1675345	1675361
CM000208.1	1677598	1677614
CM000208.1	1678971	1678987
CM000208.1	1679823	1679839
CM000208.1	1681296	1681314
CM000208.1	1684349	1684365
CM000208.1	1685091	1685107
CM000208.1	1686326	1686346
CM000208.1	1689159	1689175
CM000208.1	1690184	1690200
CM000208.1	1692147	1692163
CM000208.1	1693098	1693114
CM000208.1	1693361	1693377
CM000208.1	1693632	1693648
CM000208.1	1694287	1694303
CM000208.1	1694455	1694471
CM000208.1	1694661	1694677
CM000208.1	1695174	1695194
CM000208.1	1695396	1695412
CM000208.1	1695789	1695805
CM000208.1	1696162	1696178
CM000208.1	1697203	1697219
CM000208.1	1697633	1697649
CM000208.1	1697663	1697679
CM000208.1	1697877	1697893
CM000208.1	1698360	1698376
CM000208.1	1698729	1698745
CM000208.1	1698760	1698776
CM000208.1	1700009	1700025
CM000208.1	1702079	1702095
CM000208.1	1702318	1702334
CM000208.1	1702389	1702405
CM000208.1	1702595	1702611
CM000208.1	1703003	1703019
CM000208.1	1703189	1703209
CM000208.1	1705190	1705206
CM000208.1	1706049	1706065
CM000208.1	1706203	1706219
CM000208.1	1706661	1706677
CM000208.1	1708186	1708202
CM000208.1	1708670	1708686
CM000208.1	1708947	1708965
CM000208.1	1709819	1709835
CM000208.1	1710123	1710139
CM000208.1	1710563	1710579
CM000208.1	1711086	1711102
CM000208.1	1714514	1714530
CM000208.1	1716114	1716130
